"LAST_DAY","DESCRIPTION","Period","Period (Proper)","FISCAL_YEAR","FISCAL_QTR","FISCAL_MONTH","FISCAL_WEEK","WEEK_DAY","FISCAL_MONTH_NO","TOTAL_WKS_IN_FIS_MTH","FISCAL_WK_IN_MTH_NO","CAL_YEAR","CAL_QTR","WORK_DAY_FLAG"
"2019-10-31","10/31/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK27,Th,7,4,1,CY2019,Q4,Y
"2019-11-01","11/1/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK27,Fr,7,4,1,CY2019,Q4,Y
"2019-11-02","11/2/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,Sa,7,4,2,CY2019,Q4,N
"2019-11-03","11/3/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,Su,7,4,2,CY2019,Q4,N
"2019-11-04","11/4/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,Mo,7,4,2,CY2019,Q4,Y
"2019-11-05","11/5/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,Tu,7,4,2,CY2019,Q4,Y
"2019-11-06","11/6/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,We,7,4,2,CY2019,Q4,Y
"2019-11-07","11/7/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,Th,7,4,2,CY2019,Q4,Y
"2019-11-08","11/8/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK28,Fr,7,4,2,CY2019,Q4,Y
"2019-11-09","11/9/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,Sa,7,4,3,CY2019,Q4,N
"2019-11-10","11/10/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,Su,7,4,3,CY2019,Q4,N
"2019-11-11","11/11/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,Mo,7,4,3,CY2019,Q4,Y
"2019-11-12","11/12/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,Tu,7,4,3,CY2019,Q4,Y
"2019-11-13","11/13/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,We,7,4,3,CY2019,Q4,Y
"2019-11-14","11/14/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,Th,7,4,3,CY2019,Q4,Y
"2019-11-15","11/15/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK29,Fr,7,4,3,CY2019,Q4,Y
"2019-11-16","11/16/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,Sa,7,4,4,CY2019,Q4,N
"2019-11-17","11/17/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,Su,7,4,4,CY2019,Q4,N
"2019-11-18","11/18/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,Mo,7,4,4,CY2019,Q4,Y
"2019-11-19","11/19/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,Tu,7,4,4,CY2019,Q4,Y
"2019-11-20","11/20/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,We,7,4,4,CY2019,Q4,Y
"2019-11-21","11/21/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,Th,7,4,4,CY2019,Q4,Y
"2019-11-22","11/22/2019",FY20 07 NOV,FY20 07 Nov,FY2020,Q3,NOV,WK30,Fr,7,4,4,CY2019,Q4,Y
"2019-11-23","11/23/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,Sa,8,5,1,CY2019,Q4,N
"2019-11-24","11/24/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,Su,8,5,1,CY2019,Q4,N
"2019-11-25","11/25/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,Mo,8,5,1,CY2019,Q4,Y
"2019-11-26","11/26/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,Tu,8,5,1,CY2019,Q4,Y
"2019-11-27","11/27/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,We,8,5,1,CY2019,Q4,Y
"2019-11-28","11/28/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,Th,8,5,1,CY2019,Q4,Y
"2019-11-29","11/29/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK31,Fr,8,5,1,CY2019,Q4,Y
"2019-11-30","11/30/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,Sa,8,5,2,CY2019,Q4,N
"2019-12-01","12/1/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,Su,8,5,2,CY2019,Q4,N
"2019-12-02","12/2/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,Mo,8,5,2,CY2019,Q4,Y
"2019-12-03","12/3/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,Tu,8,5,2,CY2019,Q4,Y
"2019-12-04","12/4/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,We,8,5,2,CY2019,Q4,Y
"2019-12-05","12/5/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,Th,8,5,2,CY2019,Q4,Y
"2019-12-06","12/6/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK32,Fr,8,5,2,CY2019,Q4,Y
"2019-12-07","12/7/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,Sa,8,5,3,CY2019,Q4,N
"2019-12-08","12/8/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,Su,8,5,3,CY2019,Q4,N
"2019-12-09","12/9/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,Mo,8,5,3,CY2019,Q4,Y
"2019-12-10","12/10/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,Tu,8,5,3,CY2019,Q4,Y
"2019-12-11","12/11/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,We,8,5,3,CY2019,Q4,Y
"2019-12-12","12/12/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,Th,8,5,3,CY2019,Q4,Y
"2019-12-13","12/13/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK33,Fr,8,5,3,CY2019,Q4,Y
"2019-12-14","12/14/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,Sa,8,5,4,CY2019,Q4,N
"2019-12-15","12/15/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,Su,8,5,4,CY2019,Q4,N
"2019-12-16","12/16/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,Mo,8,5,4,CY2019,Q4,Y
"2019-12-17","12/17/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,Tu,8,5,4,CY2019,Q4,Y
"2019-12-18","12/18/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,We,8,5,4,CY2019,Q4,Y
"2019-12-19","12/19/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,Th,8,5,4,CY2019,Q4,Y
"2019-12-20","12/20/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK34,Fr,8,5,4,CY2019,Q4,Y
"2019-12-21","12/21/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,Sa,8,5,5,CY2019,Q4,N
"2019-12-22","12/22/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,Su,8,5,5,CY2019,Q4,N
"2019-12-23","12/23/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,Mo,8,5,5,CY2019,Q4,Y
"2019-12-24","12/24/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,Tu,8,5,5,CY2019,Q4,Y
"2019-12-25","12/25/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,We,8,5,5,CY2019,Q4,Y
"2019-12-26","12/26/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,Th,8,5,5,CY2019,Q4,Y
"2019-12-27","12/27/2019",FY20 08 DEC,FY20 08 Dec,FY2020,Q3,DEC,WK35,Fr,8,5,5,CY2019,Q4,Y
"2019-12-28","12/28/2019",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,Sa,9,4,1,CY2019,Q4,N
"2019-12-29","12/29/2019",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,Su,9,4,1,CY2019,Q4,N
"2019-12-30","12/30/2019",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,Mo,9,4,1,CY2019,Q4,Y
"2019-12-31","12/31/2019",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,Tu,9,4,1,CY2019,Q4,Y
"2020-01-01","1/1/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,We,9,4,1,CY2020,Q1,Y
"2020-01-02","1/2/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,Th,9,4,1,CY2020,Q1,Y
"2020-01-03","1/3/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK36,Fr,9,4,1,CY2020,Q1,Y
"2020-01-04","1/4/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,Sa,9,4,2,CY2020,Q1,N
"2020-01-05","1/5/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,Su,9,4,2,CY2020,Q1,N
"2020-01-06","1/6/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,Mo,9,4,2,CY2020,Q1,Y
"2020-01-07","1/7/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,Tu,9,4,2,CY2020,Q1,Y
"2020-01-08","1/8/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,We,9,4,2,CY2020,Q1,Y
"2020-01-09","1/9/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,Th,9,4,2,CY2020,Q1,Y
"2020-01-10","1/10/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK37,Fr,9,4,2,CY2020,Q1,Y
"2020-01-11","1/11/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,Sa,9,4,3,CY2020,Q1,N
"2020-01-12","1/12/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,Su,9,4,3,CY2020,Q1,N
"2020-01-13","1/13/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,Mo,9,4,3,CY2020,Q1,Y
"2020-01-14","1/14/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,Tu,9,4,3,CY2020,Q1,Y
"2020-01-15","1/15/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,We,9,4,3,CY2020,Q1,Y
"2020-01-16","1/16/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,Th,9,4,3,CY2020,Q1,Y
"2020-01-17","1/17/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK38,Fr,9,4,3,CY2020,Q1,Y
"2020-01-18","1/18/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,Sa,9,4,4,CY2020,Q1,N
"2020-01-19","1/19/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,Su,9,4,4,CY2020,Q1,N
"2020-01-20","1/20/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,Mo,9,4,4,CY2020,Q1,Y
"2020-01-21","1/21/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,Tu,9,4,4,CY2020,Q1,Y
"2020-01-22","1/22/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,We,9,4,4,CY2020,Q1,Y
"2020-01-23","1/23/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,Th,9,4,4,CY2020,Q1,Y
"2020-01-24","1/24/2020",FY20 09 JAN,FY20 09 Jan,FY2020,Q3,JAN,WK39,Fr,9,4,4,CY2020,Q1,Y
"2020-01-25","1/25/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,Sa,10,4,1,CY2020,Q1,N
"2020-01-26","1/26/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,Su,10,4,1,CY2020,Q1,N
"2020-01-27","1/27/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,Mo,10,4,1,CY2020,Q1,Y
"2020-01-28","1/28/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,Tu,10,4,1,CY2020,Q1,Y
"2020-01-29","1/29/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,We,10,4,1,CY2020,Q1,Y
"2020-01-30","1/30/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,Th,10,4,1,CY2020,Q1,Y
"2020-01-31","1/31/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK40,Fr,10,4,1,CY2020,Q1,Y
"2020-02-01","2/1/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,Sa,10,4,2,CY2020,Q1,N
"2020-02-02","2/2/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,Su,10,4,2,CY2020,Q1,N
"2020-02-03","2/3/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,Mo,10,4,2,CY2020,Q1,Y
"2020-02-04","2/4/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,Tu,10,4,2,CY2020,Q1,Y
"2020-02-05","2/5/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,We,10,4,2,CY2020,Q1,Y
"2020-02-06","2/6/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,Th,10,4,2,CY2020,Q1,Y
"2020-02-07","2/7/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK41,Fr,10,4,2,CY2020,Q1,Y
"2020-02-08","2/8/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,Sa,10,4,3,CY2020,Q1,N
"2020-02-09","2/9/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,Su,10,4,3,CY2020,Q1,N
"2020-02-10","2/10/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,Mo,10,4,3,CY2020,Q1,Y
"2020-02-11","2/11/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,Tu,10,4,3,CY2020,Q1,Y
"2020-02-12","2/12/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,We,10,4,3,CY2020,Q1,Y
"2020-02-13","2/13/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,Th,10,4,3,CY2020,Q1,Y
"2020-02-14","2/14/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK42,Fr,10,4,3,CY2020,Q1,Y
"2020-02-15","2/15/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,Sa,10,4,4,CY2020,Q1,N
"2020-02-16","2/16/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,Su,10,4,4,CY2020,Q1,N
"2020-02-17","2/17/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,Mo,10,4,4,CY2020,Q1,Y
"2020-02-18","2/18/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,Tu,10,4,4,CY2020,Q1,Y
"2020-02-19","2/19/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,We,10,4,4,CY2020,Q1,Y
"2020-02-20","2/20/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,Th,10,4,4,CY2020,Q1,Y
"2020-02-21","2/21/2020",FY20 10 FEB,FY20 10 Feb,FY2020,Q4,FEB,WK43,Fr,10,4,4,CY2020,Q1,Y
"2020-02-22","2/22/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,Sa,11,5,1,CY2020,Q1,N
"2020-02-23","2/23/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,Su,11,5,1,CY2020,Q1,N
"2020-02-24","2/24/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,Mo,11,5,1,CY2020,Q1,Y
"2020-02-25","2/25/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,Tu,11,5,1,CY2020,Q1,Y
"2020-02-26","2/26/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,We,11,5,1,CY2020,Q1,Y
"2020-02-27","2/27/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,Th,11,5,1,CY2020,Q1,Y
"2020-02-28","2/28/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK44,Fr,11,5,1,CY2020,Q1,Y
"2020-02-29","2/29/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,Sa,11,5,2,CY2020,Q1,N
"2020-03-01","3/1/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,Su,11,5,2,CY2020,Q1,N
"2020-03-02","3/2/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,Mo,11,5,2,CY2020,Q1,Y
"2020-03-03","3/3/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,Tu,11,5,2,CY2020,Q1,Y
"2020-03-04","3/4/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,We,11,5,2,CY2020,Q1,Y
"2020-03-05","3/5/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,Th,11,5,2,CY2020,Q1,Y
"2020-03-06","3/6/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK45,Fr,11,5,2,CY2020,Q1,Y
"2020-03-07","3/7/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,Sa,11,5,3,CY2020,Q1,N
"2020-03-08","3/8/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,Su,11,5,3,CY2020,Q1,N
"2020-03-09","3/9/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,Mo,11,5,3,CY2020,Q1,Y
"2020-03-10","3/10/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,Tu,11,5,3,CY2020,Q1,Y
"2020-03-11","3/11/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,We,11,5,3,CY2020,Q1,Y
"2020-03-12","3/12/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,Th,11,5,3,CY2020,Q1,Y
"2020-03-13","3/13/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK46,Fr,11,5,3,CY2020,Q1,Y
"2020-03-14","3/14/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,Sa,11,5,4,CY2020,Q1,N
"2020-03-15","3/15/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,Su,11,5,4,CY2020,Q1,N
"2020-03-16","3/16/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,Mo,11,5,4,CY2020,Q1,Y
"2020-03-17","3/17/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,Tu,11,5,4,CY2020,Q1,Y
"2020-03-18","3/18/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,We,11,5,4,CY2020,Q1,Y
"2020-03-19","3/19/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,Th,11,5,4,CY2020,Q1,Y
"2020-03-20","3/20/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK47,Fr,11,5,4,CY2020,Q1,Y
"2020-03-21","3/21/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,Sa,11,5,5,CY2020,Q1,N
"2020-03-22","3/22/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,Su,11,5,5,CY2020,Q1,N
"2020-03-23","3/23/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,Mo,11,5,5,CY2020,Q1,Y
"2020-03-24","3/24/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,Tu,11,5,5,CY2020,Q1,Y
"2020-03-25","3/25/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,We,11,5,5,CY2020,Q1,Y
"2020-03-26","3/26/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,Th,11,5,5,CY2020,Q1,Y
"2020-03-27","3/27/2020",FY20 11 MAR,FY20 11 Mar,FY2020,Q4,MAR,WK48,Fr,11,5,5,CY2020,Q1,Y
"2020-03-28","3/28/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,Sa,12,4,1,CY2020,Q1,N
"2020-03-29","3/29/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,Su,12,4,1,CY2020,Q1,N
"2020-03-30","3/30/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,Mo,12,4,1,CY2020,Q1,Y
"2020-03-31","3/31/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,Tu,12,4,1,CY2020,Q1,Y
"2020-04-01","4/1/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,We,12,4,1,CY2020,Q2,Y
"2020-04-02","4/2/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,Th,12,4,1,CY2020,Q2,Y
"2020-04-03","4/3/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK49,Fr,12,4,1,CY2020,Q2,Y
"2020-04-04","4/4/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,Sa,12,4,2,CY2020,Q2,N
"2020-04-05","4/5/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,Su,12,4,2,CY2020,Q2,N
"2020-04-06","4/6/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,Mo,12,4,2,CY2020,Q2,Y
"2020-04-07","4/7/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,Tu,12,4,2,CY2020,Q2,Y
"2020-04-08","4/8/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,We,12,4,2,CY2020,Q2,Y
"2020-04-09","4/9/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,Th,12,4,2,CY2020,Q2,Y
"2020-04-10","4/10/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK50,Fr,12,4,2,CY2020,Q2,Y
"2020-04-11","4/11/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,Sa,12,4,3,CY2020,Q2,N
"2020-04-12","4/12/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,Su,12,4,3,CY2020,Q2,N
"2020-04-13","4/13/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,Mo,12,4,3,CY2020,Q2,Y
"2020-04-14","4/14/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,Tu,12,4,3,CY2020,Q2,Y
"2020-04-15","4/15/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,We,12,4,3,CY2020,Q2,Y
"2020-04-16","4/16/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,Th,12,4,3,CY2020,Q2,Y
"2020-04-17","4/17/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK51,Fr,12,4,3,CY2020,Q2,Y
"2020-04-18","4/18/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,Sa,12,4,4,CY2020,Q2,N
"2020-04-19","4/19/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,Su,12,4,4,CY2020,Q2,N
"2020-04-20","4/20/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,Mo,12,4,4,CY2020,Q2,Y
"2020-04-21","4/21/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,Tu,12,4,4,CY2020,Q2,Y
"2020-04-22","4/22/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,We,12,4,4,CY2020,Q2,Y
"2020-04-23","4/23/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,Th,12,4,4,CY2020,Q2,Y
"2020-04-24","4/24/2020",FY20 12 APR,FY20 12 Apr,FY2020,Q4,APR,WK52,Fr,12,4,4,CY2020,Q2,Y
"2020-04-25","4/25/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,Sa,1,5,1,CY2020,Q2,N
"2020-04-26","4/26/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,Su,1,5,1,CY2020,Q2,N
"2020-04-27","4/27/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,Mo,1,5,1,CY2020,Q2,Y
"2020-04-28","4/28/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,Tu,1,5,1,CY2020,Q2,Y
"2020-04-29","4/29/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,We,1,5,1,CY2020,Q2,Y
"2020-04-30","4/30/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,Th,1,5,1,CY2020,Q2,Y
"2020-05-01","5/1/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK01,Fr,1,5,1,CY2020,Q2,Y
"2020-05-02","5/2/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK02,Sa,1,5,2,CY2020,Q2,N
"2020-05-03","5/3/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK02,Su,1,5,2,CY2020,Q2,N
"2020-05-04","5/4/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK02,Mo,1,5,2,CY2020,Q2,Y
"2020-05-05","5/5/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK02,Tu,1,5,2,CY2020,Q2,Y
"2020-05-06","5/6/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK02,We,1,5,2,CY2020,Q2,Y
"2020-05-07","5/7/2020",FY21 01 MAY,FY21 01 May,FY2021,Q1,MAY,WK02,Th,1,5,2,CY2020,Q2,Y
